date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:46:08	11561/11561	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2013:46:08%20GMT	https://presqt.crc.nd.edu/index.php/index.php?option=com_content&view=article&id=32&catid=2	./presqt/presqt.crc.nd.edu/index.php/indexde4c.html	(from https://presqt.crc.nd.edu/index.php/about)
08:46:09	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:09%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=102&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/indexb122.html	(from https://presqt.crc.nd.edu/index.php/about)
08:46:09	18717/18717	---M--	200	added ('OK')	image/jpeg	etag:%22491d-5429e2637a440%22	https://presqt.crc.nd.edu/images/team/zwang.jpg	./presqt/presqt.crc.nd.edu/images/team/zwang.jpg	(from https://presqt.crc.nd.edu/index.php/about/people)
08:46:10	23423/23423	---M--	200	added ('OK')	image/jpeg	etag:%225b7f-5429e42d3dc40%22	https://presqt.crc.nd.edu/images/team/sgesing.jpg	./presqt/presqt.crc.nd.edu/images/team/sgesing.jpg	(from https://presqt.crc.nd.edu/index.php/about/people)
08:46:10	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:10%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=103&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index77de.html	(from https://presqt.crc.nd.edu/index.php/about/people)
08:46:11	21236/21236	---M--	200	added ('OK')	image/jpeg	etag:%2252f4-5429e2637a440%22	https://presqt.crc.nd.edu/images/team/rjohnson.jpg	./presqt/presqt.crc.nd.edu/images/team/rjohnson.jpg	(from https://presqt.crc.nd.edu/index.php/about/people)
08:46:12	26604/26604	---M--	200	added ('OK')	image/jpeg	etag:%2267ec-5429e2637a440%22	https://presqt.crc.nd.edu/images/team/nmeyers.jpg	./presqt/presqt.crc.nd.edu/images/team/nmeyers.jpg	(from https://presqt.crc.nd.edu/index.php/about/people)
08:46:13	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:13%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=129&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index775b.html	(from https://presqt.crc.nd.edu/index.php/about/motivation)
08:46:13	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:13%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=115&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/indexccb9.html	(from https://presqt.crc.nd.edu/index.php/about/survey)
08:46:14	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:13%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=104&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index6e14.html	(from https://presqt.crc.nd.edu/index.php/workshops)
08:46:14	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:13%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=131&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index1b91.html	(from https://presqt.crc.nd.edu/index.php/workshops/2021-partner-mtg)
08:46:14	22742/22742	---M--	200	added ('OK')	image/jpeg	etag:%2258d6-57fd4b03f8c5e%22	https://presqt.crc.nd.edu/images/presqt19th.jpg	./presqt/presqt.crc.nd.edu/images/presqt19th.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/q1-2019-partner-mtg)
08:46:14	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:14%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=130&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index3b01.html	(from https://presqt.crc.nd.edu/index.php/workshops/meetings)
08:46:15	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:15%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=122&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index9ec9.html	(from https://presqt.crc.nd.edu/index.php/workshops/q1-2019-partner-mtg)
08:46:16	12337/12337	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2013:46:15%20GMT	https://presqt.crc.nd.edu/index.php/workshops/q1-2019-partner-mtg/8-presqt/33-q1-2019-join-remotely	./presqt/presqt.crc.nd.edu/index.php/workshops/q1-2019-partner-mtg/8-presqt/33-q1-2019-join-remotely.html	(from https://presqt.crc.nd.edu/index.php/workshops/q1-2019-partner-mtg)
